object_id,image_id,latitude,longitude,name,human_label_id,updatedat,createdat,label_id,label,subtype,labeledby,markerpov_heading,markerpov_pitch,markerpov_zoom
61fd90bae32410ca59028ecc,old_GuildTourSample,40.747760637833416,-73.9772538378243,Juhyoung,62ed76b9ebdcf3581458c542,2022-08-05 19:59:53.706,2022-08-05 19:59:53.706,sampleMarker,stairs,,Test,0,-3.488843017661179,1.0000000000000002
621400ad4fc1636344cacaf8,9d4b064a-c424-421c-a857-8ac64ab856e1,40.740080676139584,-73.9920882689441,zoing,622d0613c22d36b0ce946085,2022-03-12 20:44:03.814,2022-03-12 20:44:03.814,c5956167-f2bb-4416-9c14-8dc4f3cb4e37,door,Double,Jay,0,-5.802876389829674,1.0000000000000002
621400be4fc1636344cacb11,34b1dc09-dcb5-4345-ad6f-97716fa280c9,40.74000262935675,-73.99190330572205,zoing,622d062ec22d36b0ce9460ac,2022-03-12 20:44:30.546,2022-03-12 20:44:30.546,58addc1e-b321-4338-8a84-cd05304a26b4,door,Double,Jay,0,-7.512356903336199,1.0000000000000002
6214597b4fc1636344cacb8d,1adf4b68-08f5-4809-97cd-c7605fa98f15,40.728402627758605,-73.98931489746919,kevin chau,622d1894c22d36b0ce94716d,2022-03-12 22:03:00.759,2022-03-12 22:03:00.759,f2d962f7-1e30-408b-a6b5-47f63feea5a8,door,Double,elmtang,0,-6.553131149420117,1.0000000000000002
621459874fc1636344cacb9e,46290012-8291-4e67-811c-93879873891b,40.72854017148186,-73.98923205556274,kevin chau,622d1898c22d36b0ce947287,2022-03-12 22:03:04.53,2022-03-12 22:03:04.53,b5774128-cd7b-4b5f-b2cf-ba4e795f043b,door,Single,elmtang,0,-5.091975979551511,1.0000000000000002
621459924fc1636344cacbb2,a75dcca7-164b-4148-a45f-db49214d5b55,40.72845842826045,-73.98903898699663,kevin chau,622d189cc22d36b0ce9473b3,2022-03-12 22:03:08.435,2022-03-12 22:03:08.435,6e358aaa-2352-4193-90ef-04a2e7a19b91,door,Single,elmtang,0,-7.7332451296494735,1.0000000000000002
6214599b4fc1636344cacbcb,cbede9ca-4ff1-44b1-9d0b-277ef31dba0a,40.728359937018816,-73.98880508893407,kevin chau,622d18a2c22d36b0ce9474eb,2022-03-12 22:03:14.161,2022-03-12 22:03:14.161,a7a969c3-59ea-4ccd-a47a-2f2b867a5c54,door,Double,elmtang,0,2.7022092473919495,1.0000000000000002
621459be4fc1636344cacbee,fdf576a2-6591-40ed-b1fb-e738ece9d0d3,40.72823610886992,-73.98851202250964,kevin chau,622d18a6c22d36b0ce947635,2022-03-12 22:03:18.019,2022-03-12 22:03:18.019,194eaf63-fd1a-45dd-88b6-4168b0be14af,knob,Vertical Bar,elmtang,0,-5.04490551341936,1.0244717418524232
621459c84fc1636344cacc0e,91328823-81ba-487c-9046-bc55450c27b7,40.728103924211204,-73.98860515451811,kevin chau,622d18adc22d36b0ce94776b,2022-03-12 22:03:25.437,2022-03-12 22:03:25.437,c4a74b9a-7e23-42ee-8db4-768386245a10,door,Single,elmtang,0,-3.8071539161766355,1.0000000000000002
621459d14fc1636344cacc35,6bdfa42b-495c-42bd-bf61-8b96a4f1ac0f,40.72801137120141,-73.98838694621016,Brittany,622d26bcc22d36b0ce947c83,2022-03-12 23:03:24.06,2022-03-12 23:03:24.06,0e897620-c782-446a-b0a9-b46bf503043d,door,Double,Brittany,0,-4.127438319711698,1.0000000000000002
621c527f40a13518fececc31,89e64ded-4244-4e4b-896e-a81f80abf502,40.74621739918494,-73.99305790131389,Brittany,622d26c5c22d36b0ce947cfa,2022-03-12 23:03:33.7,2022-03-12 23:03:33.7,918d3eae-b380-434a-9b5b-c59ed65c32c1,door,Single,elmtang,0,-5.173533911986215,1.0000000000000002
621c529740a13518fececc50,6dbd2c8e-c7c6-4b6d-b2c6-8cfe6ee752a9,40.74636338947409,-73.99300110364938,Brittany,622d26d1c22d36b0ce947d87,2022-03-12 23:03:45.065,2022-03-12 23:03:45.065,94218fb9-8825-4ac3-98a2-1335e067dccc,door,Double,elmtang,0,-5.313344630368455,1.0000000000000002
621e80277df45a1568be08b5,f083bd1a-aafa-43a8-90a8-9266c59f04a2,40.712550862566836,-74.00950054983078,zoing,622d0b13c22d36b0ce946903,2022-03-12 21:05:23.504,2022-03-12 21:05:23.504,2f3b48d0-9bd7-47cf-9eb0-5d165ce1a088,door,Double,kevin chau,0,10.136385452256023,1.0000000000000002
621e80cc7df45a1568be0912,f4c3a7fc-4dd9-4a33-b44c-8c7787a672da,40.7135198305494,-74.01120195751265,zoing,622d0b52c22d36b0ce9469a4,2022-03-12 21:06:26.082,2022-03-12 21:06:26.082,08967568-d6b7-457c-b420-b0fde46620b4,door,Double,kevin chau,0,-1.1556523238554355,1.0000000000000002
621e819f7df45a1568be0958,1ce623a9-02f8-44e3-aac5-9d652e2c6ace,40.713626496551285,-74.0114380057187,Brittany,622d26dbc22d36b0ce947e1f,2022-03-12 23:03:55.492,2022-03-12 23:03:55.492,24a1cc09-c7c9-48e1-be69-6c01a7e27299,stairs,,kevin chau,0,-6.172283520895319,1.0000000000000002
621e81d27df45a1568be09b0,5d2b1ec7-89bc-4197-b4d5-1f53d6884bd7,40.71420364582443,-74.00953862080534,Brittany,622d26eac22d36b0ce947eab,2022-03-12 23:04:10.791,2022-03-12 23:04:10.791,5dc065d3-2899-431c-8c61-c0a88b07ced2,door,Double,elmtang,0,-3.6678895073088684,1.0000000000000002
621e81d47df45a1568be09b4,ead54e20-6ca4-40a0-9461-47dbed4ce3d4,40.714054638718125,-74.01233762350049,zoing,622d0b91c22d36b0ce946b97,2022-03-12 21:07:29.232,2022-03-12 21:07:29.232,891f58e3-0473-410b-95d7-7348485188b9,door,Revolving,elmtang,0,-0.9275824342481773,1.0000000000000002
621e81fb7df45a1568be09f0,300e9550-f2bf-443c-89e0-3d6875ae6fe1,40.71421695553748,-74.00956818660606,Brittany,622d26fcc22d36b0ce947f63,2022-03-12 23:04:28.232,2022-03-12 23:04:28.232,90f0720e-a425-4572-a794-bdc3e88ed5b1,door,Double,elmtang,0,-3.8482497938099662,1.0000000000000002
621e821d7df45a1568be0ab2,d72fda0c-ccc3-4fc0-aad3-44ecb919281e,40.713991487839166,-74.01270284664851,Jay,622d731bb5608a193e33080e,2022-03-13 04:29:15.165,2022-03-13 04:29:15.165,2c1f671d-e75d-4ee1-a8ad-d18cd712b471,door,Single,Brittany,0,-0.5241649359288526,1.0000000000000002
621e824e7df45a1568be0b33,824cbb96-49c7-45f5-b2d9-9a9dcb598e62,40.71407222478287,-74.01288300302019,Jay,622d732fb5608a193e330847,2022-03-13 04:29:35.508,2022-03-13 04:29:35.508,18a52ecd-bd2b-4285-830e-6ab3ef3acc6b,door,Single,Brittany,0,-0.10730009524766843,1.0000000000000002
621e82697df45a1568be0b50,2d23b8d1-cd9f-4576-9204-60a1e9ad049b,40.71425577172992,-74.00965377668888,tort,626af03b759390b99f0e6ffa,2022-04-28 19:51:23.871,2022-04-28 19:51:23.871,b3d28e78-ac76-4813-8d35-ab5829a373b4,door,Double,elmtang,0,-3.4711183195257216,1.0000000000000002
621e82917df45a1568be0be3,7a077931-58a1-43c0-a893-0686deef6140,40.714864911545824,-74.01312852768527,elmtang,623243cf633e93fd4a1a09d8,2022-03-16 20:08:47.055,2022-03-16 20:08:47.055,1f43aca5-3d56-4056-a18a-7131d006d6e2,door,Double,kevin chau,0,-5.235084562603048,1.0000000000000002
621e82cd7df45a1568be0c78,9e022ceb-fa9b-440f-9ed4-f251fdb56911,40.715385025182684,-74.01410295165462,elmtang,623243d4633e93fd4a1a0a4a,2022-03-16 20:08:52.461,2022-03-16 20:08:52.461,6e0120b4-208f-423d-9746-68c539d5d330,door,Double,Brittany,0,-2.934924362377462,1.0000000000000002
621e82e67df45a1568be0d01,84985812-aa00-4fff-8d9a-6909d5ec8fed,40.715385025182684,-74.01410295165462,Hiba,623afb98546e3cfc6f52ddd4,2022-03-23 10:51:04.338,2022-03-23 10:51:04.338,27825fe0-c5ae-431c-95eb-246a201dbbc8,door,Single,kevin chau,0,-3.590755283266079,1.0000000000000002
621e83527df45a1568be0daf,1af0291a-e97f-4326-a90b-452bd5ec8d49,40.7154309917212,-74.01567916090191,elmtang,62324bde633e93fd4a1a0aca,2022-03-16 20:43:10.545,2022-03-16 20:43:10.545,8059e43f-fd69-45b4-afbe-5f008e08b04a,door,Single,Brittany,0,-4.669984736955643,1.0000000000000002
621e83757df45a1568be0e5e,7674ebb5-aa6f-4ed9-85db-60591d6a6d4b,40.71509184242542,-74.01596212405158,elmtang,62324bf0633e93fd4a1a0b4d,2022-03-16 20:43:28.816,2022-03-16 20:43:28.816,0152a8de-9fff-49af-ae38-90503c9ac2ca,door,Double,Brittany,0,-5.195260942060125,1.0000000000000002
621e83b77df45a1568be0f1c,a3e0fe5c-d06f-45a3-b570-56e7f05c69ac,40.71500008343748,-74.01601520201015,Hiba,623afbb0546e3cfc6f52deb5,2022-03-23 10:51:28.086,2022-03-23 10:51:28.086,8ccd6339-57ae-4321-ad59-8afbce1d0a71,door,Double,Brittany,0,-3.850121280647704,1.0000000000000002
621e84347df45a1568be10de,3c02068a-c524-4c93-b10a-7503c081f46b,40.7147866856379,-74.01490101007842,Hiba,623afba7546e3cfc6f52de45,2022-03-23 10:51:19.56,2022-03-23 10:51:19.56,d24ac9ba-d790-4b04-8365-be3a5098622b,door,Revolving,kevin chau,0,-6.322533450167876,1.0000000000000002
621e847f7df45a1568be124d,b3c2214a-d7a7-44b2-9864-bf4df92b636a,40.70886450789062,-74.00270069045214,Hiba,623afbb7546e3cfc6f52df2f,2022-03-23 10:51:35.442,2022-03-23 10:51:35.442,083bfbcd-2c76-433a-a7f1-cf854b3c9c09,stairs,,kevin chau,0,-7.02749312842374,1.0000000000000002
621e85757df45a1568be13c0,7a88f43c-7a18-4a26-a2fa-68c326deb728,40.71421707120965,-74.00956844438956,Victor,623b8c60a61faf95eaee8dae,2022-03-23 21:08:48.992,2022-03-23 21:08:48.992,be4301b4-fb8f-410b-9703-04abe0420ded,door,Double,Brittany,0,-3.8886318034428498,1.0000000000000002
621e85887df45a1568be13e4,dd4585cc-72c5-4dbf-b306-c4fbf2be6297,40.76184001366764,-73.98095656021921,Hiba,623afbc3546e3cfc6f52e04c,2022-03-23 10:51:47.56,2022-03-23 10:51:47.56,c4c69fc6-6851-40ca-95ec-7c064b3288f3,door,Revolving,Thamm,0,-5.645509689994656,1.0000000000000002
621e85a57df45a1568be142c,90f65052-8bc1-4bad-8c51-6b15f6e20f10,40.76188009601201,-73.98105185036289,Hiba,623afbc6546e3cfc6f52e0f9,2022-03-23 10:51:50.556,2022-03-23 10:51:50.556,d36dea7e-89b8-4b5e-aaab-0fba646d3ca4,door,Revolving,Thamm,0,-5.385377854091403,1.0000000000000002
621e85a87df45a1568be1432,1ef17185-c1d7-4053-915e-7e619d945292,40.76188078334582,-73.98105348440511,Victor,623b8c82a61faf95eaee8df3,2022-03-23 21:09:22.372,2022-03-23 21:09:22.372,6774bcf0-2017-49cf-8d77-9f9816bed2a3,door,Revolving,Brittany,0,-5.404014847103627,1.0000000000000002
621e85ad7df45a1568be1465,ae67e947-2ee1-4a52-8c52-f3f08c3fde8b,40.75989949787767,-73.96900146710563,Hiba,623afbce546e3cfc6f52e217,2022-03-23 10:51:58.969,2022-03-23 10:51:58.969,bed100ab-49dd-45b4-b4cf-552169cd6db6,door,Single,Brittany,0,-6.40721973447884,1.0000000000000002
621e85ba7df45a1568be14a2,44d434fa-2992-4398-bf17-6d659ef58ad0,40.760987371768174,-73.97943395485166,Hiba,623afbd3546e3cfc6f52e2bc,2022-03-23 10:52:03.792,2022-03-23 10:52:03.792,cecade39-a319-4ec6-9684-4bada7edefa2,door,Double,Brittany,0,-2.9357158067124436,1.0000000000000002
621e85c57df45a1568be14b8,bb5c376a-e288-4d64-a260-236d31a1b5c4,40.762032666750564,-73.9814125345588,Hiba,623afbd8546e3cfc6f52e358,2022-03-23 10:52:08.592,2022-03-23 10:52:08.592,0150c206-f64c-4dab-b228-3ffeaa3fe586,door,Single,Thamm,0,-6.560115634122699,1.0000000000000002
