object_id,image_id,latitude,longitude,name,human_label_id,updatedat,createdat,label_id,label,subtype,labeledby,markerpov_heading,markerpov_pitch,markerpov_zoom,address,google_address
64c1329e21894855beb4b7e2,00dde627-4e4b-4290-a35f-50f190b7660c,40.72108399096754,-73.98093508352372,Hiba,64eec0cec46c2f5c1741437a,2023-08-30 04:08:46.456,2023-08-30 04:08:46.456,6368cf40-7796-4547-aa60-545148168c60,door,Double,Josh,142.74697474553196,-5.742210586162814,1.956018205870184,14 AVENUE C,"14 Loisaida Ave, New York, NY 10009, USA"
63934a7f11690d1069663a49,fd028d77-b6eb-43cb-a4f8-a054b454fcc0,40.74220838908966,-73.99534831244456,Josephine,64d429a196dab4be0908e854,2023-08-10 00:04:49.991,2023-08-10 00:04:49.991,7d2580ae-d6a4-479a-9355-22939a1606a5,door,Double,Gavin,176.61963535495278,-5.619563337184425,1.0000000000000002,136 WEST 21 STREET,"132 W 21st St #11, New York, NY 10011, USA"
62558bfe2c2fb430210b2df7,777eadd1-46b7-4050-a3f2-51dfbc063246,40.71408759832184,-74.01022659249072,Josephine,64d42de996dab4be09091a57,2023-08-10 00:23:05.506,2023-08-10 00:23:05.506,e752c73b-f1d3-43ea-8755-c6d4f1a38b65,stairs,,Gavin,107.74941106875777,-7.2683248734991635,1.0000000000000002,53 PARK PLACE,"255 W Broadway, New York, NY 10007, USA"
632dd36d1882bea3a8c4981a,fe3bca41-209c-4366-b85b-a6cd6aa1edbc,40.71417220142377,-74.00985751466665,Hiba,64ec042588d6094b33970a76,2023-08-28 02:19:17.46,2023-08-28 02:19:17.46,285ad936-3e97-4dbe-b6de-03b8917a8ed8,door,Single,Gavin,-165.88127873888465,-5.246626807364868,1.0000000000000002,120 CHURCH STREET,"110-118 Church St, New York, NY 10007, USA"
62e1a58cb799bf44fc289053,f53f4111-42ba-4223-9310-97c3bb1aa47d,40.73680588825437,-73.98685736607487,grace,6527444864515b62845c08cc,2023-10-12 00:56:40.42,2023-10-12 00:56:40.42,ce387c91-fbe3-40f2-b964-b615739431a4,stairs,,Hiba,-34.322113848219814,-4.556984107928299,1.0000000000000002,73 IRVING PLACE,"77 Irving Pl, New York, NY 10003, USA"
6254cd872c2fb430210136de,5f28ff6a-a3ed-4eee-9be9-f279da29e922,40.715289696437175,-74.00853468291972,Muztahidul chowdhury,62953985623f50fe06796e15,2022-05-30 21:39:17.013,2022-05-30 21:39:17.013,f83c2a9c-7e00-49e6-b108-21d543edcbfc,knob,Pull,Gavin,51.101986845061056,-5.8318593321120735,1.0000000000000002,119 CHAMBERS STREET,"119 1/2 Chambers St, New York, NY 10013, USA"
6277283bf6b83dae4dc5d9dd,895eebda-68e3-4874-a93a-9edb3226fc53,40.75223340656518,-73.9855755973359,Sit,64f00c12f5c2d02d1418226e,2023-08-31 03:42:10.478,2023-08-31 03:42:10.478,d29fc05c-c0bf-4878-84a4-8b737fa1f9e6,knob,Vertical Bar,Gavin,15.42323237576395,-5.090315809812177,1.0000000000000002,1020 AVENUE OF THE AMER,"73 W 38th St, New York, NY 10018, USA"
62787e1488bbed36320e2293,85e97e3c-f9b1-441d-8c6c-b8f7804261f6,40.7173430587681,-74.01033230890218,Sit,64f0c95c70ddf219c1a3740c,2023-08-31 17:09:48.383,2023-08-31 17:09:48.383,4c203a10-30ee-40d0-92c8-b82ad92e3d1c,door,Single,Gavin,-158.8591731069502,-6.054105023743173,1.9251932037899713,323A GREENWICH STREET,"193-a Duane St, New York, NY 10013, USA"
64d41670d77263cb9a89c070,ee2cdbe9-e10f-40e1-8bb7-04d31a5a661f,40.7634624838742,-73.9848175144389,Hiba,64eec1c1c46c2f5c17480183,2023-08-30 04:12:49.145,2023-08-30 04:12:49.145,9db9d860-4fd6-4302-b758-e1a11abc5cd3,door,Single,Josephine,47.943987774165336,-7.303550041006537,1.0000000000000002,870 8 AVENUE,"289 W 52nd St, New York, NY 10019, USA"
6241db637fd4ce55f6eb1ae9,960b3b67-6ee4-46d1-b829-134f3a875efe,40.71469161039804,-74.00763631170682,Gavin,625379292c2fb43021fc52b5,2022-04-11 00:41:13.674,2022-04-11 00:41:13.674,bbd5f4c2-4edf-42bb-acf0-4c956085cffb,door,Single,Hiba,-159.16423807194278,-7.218513139018395,1.0000000000000002,98 CHAMBERS STREET,"96 Chambers St, New York, NY 10007, USA"
64f00313f5c2d02d14167d5d,633d6f6c-1c25-4a6d-bfd0-da9caf53872f,40.70401666318609,-74.01148162274158,Sit,64f003b3f5c2d02d14167f3f,2023-08-31 03:06:27.327,2023-08-31 03:06:27.327,fd2b205b-7d56-4840-9a76-63118b50d173,door,Double,Sit,80.19508166051828,-3.655539123796038,2.382086597462747,85 BROAD STREET,"85 Broad St, New York, NY 10004, USA"
62e9d450769ecd2eafa27d70,fdbd6809-f49d-409f-8ea1-adcc44de7e2a,40.74380237086858,-73.97732719120748,Hiba,64ebfe2e88d6094b338b155b,2023-08-28 01:53:50.962,2023-08-28 01:53:50.962,161b7fcb-d491-4379-a1da-9ec9c01aeef1,door,Single,Xuan,65.31242665894266,5.400827695543294,1.0000000000000002,247 EAST 32 STREET,"247 E 32nd St, New York, NY 10016, USA"
62e2d90664f696dfc5918090,8300798d-4837-4f45-8dd4-880daa7c7fcd,40.74880166643175,-73.97740234513958,Hiba,64ebf9d488d6094b337f005f,2023-08-28 01:35:16.035,2023-08-28 01:35:16.035,8d7d14a0-6da0-4d88-b544-02e0a37baaa7,stairs,,Xuan,25.579360499843784,-11.066867078403794,2.0,133 EAST 38 STREET,"133 E 38th St, New York, NY 10016, USA"
62e9ea7e769ecd2eafa586a6,b104c252-63dc-4845-b9f3-7d03fd6b52ae,40.730435585277405,-73.99855341584845,Hiba,64ec010d88d6094b33948c75,2023-08-28 02:06:05.779,2023-08-28 02:06:05.779,a810a3a8-3f91-49c5-b9d7-2f874335d90e,stairs,,Hiba,-149.96777258342294,-14.978927678706285,1.0000000000000002,51 WASHINGTON SQUARE S,"51-54 Washington Square S, New York, NY 10012, USA"
6530810da4c33ee3014ac7ef,f1e4abde-d8ea-4449-85d2-95491deb217c,40.72284529248569,-73.99881181487643,grace,653081b0a4c33ee3014ad900,2023-10-19 01:09:04.074,2023-10-19 01:09:04.074,d24324a1-62ee-4b22-9081-56498e986de7,door,Double,grace,112.0600580467902,-3.4489985157282437,2.0,524 BROADWAY,"524 Broadway, New York, NY 10012, USA"
623f6af3044640d3955bbcf8,ebb16d39-dd26-442f-8a42-37f89eb50f54,40.72876803173207,-73.99018243731899,Muztahidul chowdhury,6294f8d878acc8596583ec0a,2022-05-30 17:03:20.942,2022-05-30 17:03:20.942,c7e9f959-008a-471f-ab67-24a23037febd,door,Double,Gavin,-142.2787550397162,-1.6296590904205537,1.0000000000000002,41 COOPER SQUARE,"41 3rd Ave, New York, NY 10003, USA"
64d416bad77263cb9a89c106,3fce0656-d392-4db5-a1e4-d5e2cc887266,40.763319333422544,-73.98485827293652,Hiba,64eec1c5c46c2f5c17482a22,2023-08-30 04:12:53.855,2023-08-30 04:12:53.855,297dfd18-a128-4543-adf5-524530abfd87,knob,Round,Josephine,174.47038993101623,-6.129352202330952,1.0000000000000002,260 WEST 52 STREET,"260 W 52nd St #1, New York, NY 10019, USA"
62e3c472a00e19b1d6311cac,e25781f5-01bb-429b-a064-8166f483abf1,40.76262782368081,-73.98194768031044,Hiba,62e3c587a00e19b1d6316ba4,2022-07-29 11:33:27.994,2022-07-29 11:33:27.994,3b6561ff-e3de-49a6-a527-aa581a6c2c1a,stairs,,Hiba,94.68754177669528,-7.264343350514639,1.0000000000000002,811 7 AVENUE,"811 7th Ave, New York, NY 10019, USA"
6254ec7d2c2fb43021048b00,f8643d72-f89a-4eab-9e2e-20177f05b2a8,40.71462457011096,-74.00916731503095,Muztahidul chowdhury,6298074a623f50fe0679afc5,2022-06-02 00:41:46.417,2022-06-02 00:41:46.417,85198d61-fa1a-4802-88ba-ac0d37cdfef1,door,Double,Gavin,-165.39982480895327,-8.452917475385622,1.0000000000000002,49 WARREN STREET,"49-51 Warren St, New York, NY 10007, USA"
6253a0b92c2fb43021fd8bba,9b847fb0-698a-436f-a9be-c24b09c3bf17,40.760409634244425,-73.9693674560919,Angelina,64b68aa61dcf178a59deb161,2023-07-18 12:50:46.535,2023-07-18 12:50:46.535,6981a58e-d2cd-477e-8943-88806beeade2,door,Double,Gavin,84.54726382375097,-4.489957451112359,0.9691749979197876,681 LEXINGTON AVENUE,"685 Lexington Ave, New York, NY 10022, USA"
652ae8d5f9b4601c6bc650b8,a0ff1b34-010f-417b-91ee-4d6a4675b83d,40.718753838660014,-74.00914938660016,grace,652ae8e7f9b4601c6bc65170,2023-10-14 19:15:51.104,2023-10-14 19:15:51.104,45454d28-7bd3-41d7-b753-821f8cd539e9,door,Single,grace,-21.11897669243845,-4.549201637900374,1.0000000000000002,6 HARRISON STREET,"2 Harrison St, New York, NY 10013, USA"
642ee8cd511a38af7ab36d0c,8ab08411-1e4a-4434-a716-409f6e159d09,40.71159213470301,-74.0123127908084,Hiba,64eebfa4c46c2f5c17394316,2023-08-30 04:03:48.549,2023-08-30 04:03:48.549,37481dda-04dd-41ea-aad7-74a3c0966ebd,knob,Vertical Bar,Gavin,-105.36301783894172,-4.709157539402153,1.0000000000000004,185 GREENWICH STREET,"180 Greenwich St, New York, NY 10006, USA"
6254f9022c2fb43021064d3f,194051b2-9868-49f8-a1eb-96aec40ed058,40.71532465436868,-74.00861267637484,Muztahidul chowdhury,629c5809fb1a35ef189b053c,2022-06-05 07:15:21.796,2022-06-05 07:15:21.796,74fde020-540b-4bdc-b4c1-748ef60b8162,door,Single,Gavin,61.9944769088668,-4.838919470184154,1.0000000000000002,121 CHAMBERS STREET,"121 Chambers St, New York, NY 10007, USA"
62439d8cd03d0d3181105593,8d14e363-bc52-411e-908d-ef1931d415f0,40.72656318812986,-73.98456073364252,jessielee,641e54bfbc6a6dec9267c414,2023-03-25 01:56:15.252,2023-03-25 01:56:15.252,a40b65a8-94f3-4b5d-8d22-38fade1b64c5,knob,Pull,Gavin,31.255484793570396,-7.127143587747648,3.0000000000000004,111 EAST 7 STREET,"111-115 E 7th St, New York, NY 10009, USA"
623f7a65044640d3955cf90a,e92d6fc9-7ef2-42a3-af17-e9ba2a202fe6,40.7417916526436,-73.98539321326342,jessielee,641a965cd8e63f2830fe0ff7,2023-03-22 05:47:08.603,2023-03-22 05:47:08.603,786b0788-a1fc-4e9b-93e8-2cff9e3ae4ae,door,Double,jessielee,-72.60828947521267,-4.979881781076473,2.0000000000000004,350 PARK AVENUE SOUTH,"352 Park Ave S, New York, NY 10010, USA"
62e3e9855fbe0939e0a606ad,765bf1f7-6063-4191-a8ca-c7b125c9de88,40.743836228173755,-73.99603897137135,Hiba,62e3eb6d5fbe0939e0a64c49,2022-07-29 14:15:09.653,2022-07-29 14:15:09.653,6fd8d21d-92fe-4ebb-a1f8-f7f854806e4d,door,Single,Hiba,-64.93494756293023,-5.450413618533697,2.0,204 WEST 23 STREET,"7 Av/W 23 St, New York, NY 10011, USA"
