latitude,longitude,display_name,nominatim_latitude,nominatim_longitude,boundingbox,full_response
40.72108399096754,-73.98093508352372,"18, Avenue C, Alphabet City, East Village, Manhattan, New York County, City of New York, 10009, United States",40.721148150000005,-73.98078570287387,40.7210983|40.7211979|-73.9808654|-73.9807060,"{""place_id"": 5098203, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 250265512, ""lat"": ""40.721148150000005"", ""lon"": ""-73.98078570287387"", ""class"": ""building"", ""type"": ""apartments"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""building"", ""name"": """", ""display_name"": ""18, Avenue C, Alphabet City, East Village, Manhattan, New York County, City of New York, 10009, United States"", ""address"": {""house_number"": ""18"", ""road"": ""Avenue C"", ""neighbourhood"": ""Alphabet City"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10009"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7210983"", ""40.7211979"", ""-73.9808654"", ""-73.9807060""]}"
40.74220838908966,-73.99534831244456,"136, West 21st Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, 10011, United States",40.742130149999994,-73.99550150000002,40.7419847|40.7422756|-73.9956825|-73.9953205,"{""place_id"": 5108110, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 264646543, ""lat"": ""40.742130149999994"", ""lon"": ""-73.99550150000002"", ""class"": ""building"", ""type"": ""yes"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""building"", ""name"": """", ""display_name"": ""136, West 21st Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, 10011, United States"", ""address"": {""house_number"": ""136"", ""road"": ""West 21st Street"", ""neighbourhood"": ""Manhattan Community Board 4"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10011"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7419847"", ""40.7422756"", ""-73.9956825"", ""-73.9953205""]}"
40.71408759832184,-74.01022659249072,"41, West Broadway, Tribeca, Manhattan, New York County, City of New York, 10007, United States",40.7140559,-74.0102127,40.7140059|40.7141059|-74.0102627|-74.0101627,"{""place_id"": 3959501, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""node"", ""osm_id"": 2823452232, ""lat"": ""40.7140559"", ""lon"": ""-74.0102127"", ""class"": ""place"", ""type"": ""house"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""place"", ""name"": """", ""display_name"": ""41, West Broadway, Tribeca, Manhattan, New York County, City of New York, 10007, United States"", ""address"": {""house_number"": ""41"", ""road"": ""West Broadway"", ""neighbourhood"": ""Tribeca"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10007"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7140059"", ""40.7141059"", ""-74.0102627"", ""-74.0101627""]}"
40.71417220142377,-74.00985751466665,"54, Murray Street, Tribeca, Manhattan, New York County, City of New York, 10007, United States",40.71386375,-74.0094705601992,40.7136091|40.7141869|-74.0100839|-74.0090329,"{""place_id"": 3957849, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 277904742, ""lat"": ""40.71386375"", ""lon"": ""-74.0094705601992"", ""class"": ""building"", ""type"": ""yes"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""building"", ""name"": """", ""display_name"": ""54, Murray Street, Tribeca, Manhattan, New York County, City of New York, 10007, United States"", ""address"": {""house_number"": ""54"", ""road"": ""Murray Street"", ""neighbourhood"": ""Tribeca"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10007"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7136091"", ""40.7141869"", ""-74.0100839"", ""-74.0090329""]}"
40.73680588825437,-73.98685736607487,"77, Irving Place, Manhattan Community Board 5, Manhattan, New York County, City of New York, 10003, United States",40.7369641,-73.98680175362259,40.7368053|40.7370560|-73.9869452|-73.9867073,"{""place_id"": 5109486, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 249657380, ""lat"": ""40.7369641"", ""lon"": ""-73.98680175362259"", ""class"": ""building"", ""type"": ""yes"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""building"", ""name"": """", ""display_name"": ""77, Irving Place, Manhattan Community Board 5, Manhattan, New York County, City of New York, 10003, United States"", ""address"": {""house_number"": ""77"", ""road"": ""Irving Place"", ""neighbourhood"": ""Manhattan Community Board 5"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10003"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7368053"", ""40.7370560"", ""-73.9869452"", ""-73.9867073""]}"
40.715289696437175,-74.00853468291972,"Tribeca, Manhattan, New York County, City of New York, 10007, United States",40.71548895,-74.00782816776174,40.7150343|40.7159407|-74.0091024|-74.0076887,"{""place_id"": 3959848, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""relation"", ""osm_id"": 18304399, ""lat"": ""40.71548895"", ""lon"": ""-74.00782816776174"", ""class"": ""highway"", ""type"": ""pedestrian"", ""place_rank"": 26, ""importance"": 0.0533433333333333, ""addresstype"": ""road"", ""name"": """", ""display_name"": ""Tribeca, Manhattan, New York County, City of New York, 10007, United States"", ""address"": {""neighbourhood"": ""Tribeca"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10007"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7150343"", ""40.7159407"", ""-74.0091024"", ""-74.0076887""]}"
40.75223340656518,-73.9855755973359,"75, West 38th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, 10018, United States",40.7522725,-73.9855997,40.7522225|40.7523225|-73.9856497|-73.9855497,"{""place_id"": 5121238, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""node"", ""osm_id"": 2709702538, ""lat"": ""40.7522725"", ""lon"": ""-73.9855997"", ""class"": ""place"", ""type"": ""house"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""place"", ""name"": """", ""display_name"": ""75, West 38th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, 10018, United States"", ""address"": {""house_number"": ""75"", ""road"": ""West 38th Street"", ""neighbourhood"": ""Manhattan Community Board 5"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10018"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7522225"", ""40.7523225"", ""-73.9856497"", ""-73.9855497""]}"
40.7173430587681,-74.01033230890218,"188, Duane Street, Tribeca, Manhattan, New York County, City of New York, 10013, United States",40.7172943,-74.01025781102062,40.7171975|40.7173391|-74.0103392|-74.0101745,"{""place_id"": 3961352, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 277881260, ""lat"": ""40.7172943"", ""lon"": ""-74.01025781102062"", ""class"": ""building"", ""type"": ""yes"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""building"", ""name"": """", ""display_name"": ""188, Duane Street, Tribeca, Manhattan, New York County, City of New York, 10013, United States"", ""address"": {""house_number"": ""188"", ""road"": ""Duane Street"", ""neighbourhood"": ""Tribeca"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10013"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7171975"", ""40.7173391"", ""-74.0103392"", ""-74.0101745""]}"
40.7634624838742,-73.9848175144389,"888 8th Avenue, 888, 8th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, 10019, United States",40.76373205,-73.98463902721888,40.7633978|40.7640261|-73.9849842|-73.9843744,"{""place_id"": 5124021, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""way"", ""osm_id"": 266155271, ""lat"": ""40.76373205"", ""lon"": ""-73.98463902721888"", ""class"": ""building"", ""type"": ""apartments"", ""place_rank"": 30, ""importance"": 9.99999999995449e-06, ""addresstype"": ""building"", ""name"": ""888 8th Avenue"", ""display_name"": ""888 8th Avenue, 888, 8th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, 10019, United States"", ""address"": {""building"": ""888 8th Avenue"", ""house_number"": ""888"", ""road"": ""8th Avenue"", ""neighbourhood"": ""Manhattan Community Board 5"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10019"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7633978"", ""40.7640261"", ""-73.9849842"", ""-73.9843744""]}"
40.71469161039804,-74.00763631170682,"Tribeca, Manhattan, New York County, City of New York, 10007, United States",40.71399755,-74.00693180043757,40.7137179|40.7148403|-74.0082484|-74.0064312,"{""place_id"": 3957106, ""licence"": ""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"", ""osm_type"": ""relation"", ""osm_id"": 18304032, ""lat"": ""40.71399755"", ""lon"": ""-74.00693180043757"", ""class"": ""highway"", ""type"": ""pedestrian"", ""place_rank"": 26, ""importance"": 0.0533433333333333, ""addresstype"": ""road"", ""name"": """", ""display_name"": ""Tribeca, Manhattan, New York County, City of New York, 10007, United States"", ""address"": {""neighbourhood"": ""Tribeca"", ""suburb"": ""Manhattan"", ""county"": ""New York County"", ""city"": ""City of New York"", ""postcode"": ""10007"", ""country"": ""United States"", ""country_code"": ""us""}, ""boundingbox"": [""40.7137179"", ""40.7148403"", ""-74.0082484"", ""-74.0064312""]}"
